Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2015","2015","t","30020","A","Official value"
"TM","Detailed trade matrix","810","USSR","004","Afghanistan","5910","Export quantity","0111","Wheat","1986","1986","t","81955","A","Official value"
"TM","Detailed trade matrix","810","USSR","004","Afghanistan","5910","Export quantity","0111","Wheat","1987","1987","t","12850","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2017","2017","t","271201","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2018","2018","t","104673.8","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2019","2019","t","61157.45","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2020","2020","t","10847.1","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2021","2021","t","1036.94","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2022","2022","t","8030.21","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2023","2023","t","34852.46","A","Official value"
"TM","Detailed trade matrix","860","Uzbekistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2024","2024","t","22816.39","A","Official value"
